0 元気ですか？
0 最近どう？
1 ロンドンの天気教えて
0 最近仕事うまくいってる？
0 火花はどう思う？
0 天気がいいですね。
1 日本で一番人気のある女優は誰ですか？
0 ポケモンゴーは楽しいですか。
0 何か、良い話ない？
0 ポケモンはゼニガメが好きです。
1 明日、飲みに行きませんか。
1 ペットを飼っていますか？
1 すぐに返信をください。
0 昨日ご飯なに食べた？
0 好きな俳優の名前は？
0 出身はどちらですか？
0 誕生日っていつだっけ？
1 家から一番近い映画館ってどこ？
0 明日の１０時にまた連絡してください。
1 1ドルは何円ですか？
1 ドラゴンボールは海外でも人気がありますか？
0 最近、ついてない。
0 一番好きな季節は？
1 国会議事堂はどの方向ですか？
1 この料理は誰が作ったのですか？
0 VR体験したことある？
1 近くにカレーが美味しいお店知らない？
1 USJって8月やっぱり混んでるかな？
0 おなか空いた。
0 疲れたー。
0 カープ今日勝ったかな？
0 お疲れ様です
1 体重は何キロですか？
1 待ち合わせの約束は何時ですか？
0 昨日おもしろいテレビ番組あった？
0 今日暑いね
0 旅をするならどこ行きたい？
0 女子高生はかわいいです。
0 今日の晩御飯はカレーです。
0 最近太ってきました。
0 今日は勉強会です。
0 ドリアが大好きです。
0 私は掃除が苦手です。
1 日本の総理大臣は誰ですか？
1 一番好きなアイドルは誰ですか？
0 好きなタイプの女性はどんな女性ですか？
1 プログラムで一番人気のある言語はなんですか？
1 世界で一番高い山はどこですか？
1 皇帝ペンギンとはなんですか？
1 雑談とはいったいなんですか？
1 ミニスカとはなんですか？
1 一番暑い国はどこですか？
1 美味しいカレーの作り方を教えてください。
1 携帯電話料金を安くする方法を教えてください。
1 亀って英語でなんて言うの？
1 これは何の匂いですか？
1 そのカバンはどこで買ったのですか
0 付き合ってますか？
0 最近の健康はどう？
0 今日は星がみえるかなぁ
1 トランプが大統領になったら大変そうだけどどう?
0 ポケモンGOって面白そうね
1 一番エロい人って誰?
0 都知事選挙は面白いですね.アホばっかりで
0 カラオケ行きたいな？
1 カレーの簡単レシピを教えて？
0 しりとりしよう。リンゴ。
0 おやすみ。
0 浅田彰の本は難解だ。
0 会社、辞めたい。
0 今日の洋服似合ってますね
0 家族の状況はどうですか？
0 ピンクフロイドはいいよね。
0 町田市って神奈川県じゃないの?
1 足立区、北区って埼玉県だっけ?
0 何か歌ってよ。
